              [,1]        [,2]        [,3]        [,4]        [,5]         [,6]
 [1,]  1.000000000  0.71352775  0.08679492 -0.09379631  0.69053005  0.408000661
 [2,]  0.713527748  1.00000000  0.73634045  0.25558487  0.35363261 -0.009721690
 [3,]  0.086794923  0.73634045  1.00000000 -0.08398798  0.62427294  0.418962958
 [4,] -0.093796308  0.25558487 -0.08398798  1.00000000 -0.22120554 -0.125745890
 [5,]  0.690530053  0.35363261  0.62427294 -0.22120554  1.00000000  0.239270089
 [6,]  0.408000661 -0.00972169  0.41896296 -0.12574589  0.23927009  1.000000000
 [7,] -0.002074295  0.36777262  0.16770924  0.74443617  0.04542211  0.199596510
 [8,]  0.486463810 -0.51515036  0.35373407  0.58347895  0.11869411  0.137930318
 [9,]  0.051600038 -0.03710022  0.21524578  0.01452992  0.15860054  0.067575038
[10,] -0.365168872  0.52503650  0.16937104  0.01265177  0.15624771  0.333005048
[11,]  0.162835109  0.37905780  0.42220219  0.41320129  0.37970137 -0.072413837
[12,]  0.185401930  0.30644176  0.51452093  0.12604560  0.21248717 -0.003017351
              [,7]        [,8]        [,9]       [,10]       [,11]        [,12]
 [1,] -0.002074295  0.48646381  0.05160004 -0.36516887  0.16283511  0.185401930
 [2,]  0.367772616 -0.51515036 -0.03710022  0.52503650  0.37905780  0.306441764
 [3,]  0.167709240  0.35373407  0.21524578  0.16937104  0.42220219  0.514520925
 [4,]  0.744436165  0.58347895  0.01452992  0.01265177  0.41320129  0.126045601
 [5,]  0.045422111  0.11869411  0.15860054  0.15624771  0.37970137  0.212487169
 [6,]  0.199596510  0.13793032  0.06757504  0.33300505 -0.07241384 -0.003017351
 [7,]  1.000000000  0.30258659  0.49982492  0.33749087 -0.26619979  0.192961616
 [8,]  0.302586594  1.00000000  0.11593289 -0.11849784  0.27186420  0.064576959
 [9,]  0.499824923  0.11593289  1.00000000  0.22385208 -0.14186545  0.161980978
[10,]  0.337490866 -0.11849784  0.22385208  1.00000000  0.01184646  0.018234656
[11,] -0.266199785  0.27186420 -0.14186545  0.01184646  1.00000000  0.269348534
[12,]  0.192961616  0.06457696  0.16198098  0.01823466  0.26934853  1.000000000
