            [,1]        [,2]        [,3]       [,4]        [,5]       [,6]
[1,]  1.00000000  0.29633390  0.14105789 -0.3492701  0.21230507  0.2408930
[2,]  0.29633390  1.00000000  0.09917421 -0.3503323  0.05587493  0.3794598
[3,]  0.14105789  0.09917421  1.00000000 -0.2225854  0.24841650  0.2209483
[4,] -0.34927010 -0.35033233 -0.22258541  1.0000000 -0.10957622 -0.4599667
[5,]  0.21230507  0.05587493  0.24841650 -0.1095762  1.00000000  0.1892182
[6,]  0.24089296  0.37945977  0.22094830 -0.4599667  0.18921822  1.0000000
[7,]  0.08665297  0.34528671  0.44086554 -0.2873912  0.29826536  0.2722907
            [,7]
[1,]  0.08665297
[2,]  0.34528671
[3,]  0.44086554
[4,] -0.28739123
[5,]  0.29826536
[6,]  0.27229071
[7,]  1.00000000
