           [,1]       [,2]        [,3]       [,4]       [,5]        [,6]
[1,]  1.0000000 -0.2504185  0.44843354  0.4737811  0.5002647  0.51528517
[2,] -0.3770711  1.0000000 -0.07181311 -0.1648745 -0.2120942 -0.08842129
[3,]  0.3194987 -0.2186558  1.00000000  0.5464657  0.4347994  0.40533493
[4,]  0.3493897 -0.3001504  0.43163360  1.0000000  0.6224223  0.30612299
[5,]  0.3811636 -0.3406812  0.30693080  0.5213284  1.0000000  0.44498843
[6,]  0.3981218 -0.2313705  0.27310792  0.1686192  0.3208923  1.00000000
[7,]  0.3700670 -0.2722708  0.25743797  0.2126154  0.3294277  0.72935263
           [,7]
[1,]  0.4908835
[2,] -0.1326740
[3,]  0.3909426
[4,]  0.3495087
[5,]  0.4513038
[6,]  0.7931334
[7,]  1.0000000
