           [,1]      [,2]      [,3]      [,4]      [,5]      [,6]      [,7]
 [1,] 1.0000000 0.3455859 0.4386334 0.4801570 0.5295063 0.4682414 0.2010730
 [2,] 0.3455859 1.0000000 0.4207514 0.4211760 0.5305721 0.4994369 0.2765193
 [3,] 0.4386334 0.4207514 1.0000000 0.4968794 0.5528008 0.4922707 0.2202261
 [4,] 0.4801570 0.4211760 0.4968794 1.0000000 0.6433390 0.5376245 0.2224453
 [5,] 0.5295063 0.5305721 0.5528008 0.6433390 1.0000000 0.6866799 0.3461969
 [6,] 0.4682414 0.4994369 0.4922707 0.5376245 0.6866799 1.0000000 0.4759321
 [7,] 0.2010730 0.2765193 0.2202261 0.2224453 0.3461969 0.4759321 1.0000000
 [8,] 0.3887855 0.4781875 0.4106932 0.4723106 0.6616781 0.5742302 0.3754545
 [9,] 0.4409022 0.3954066 0.4156875 0.5393742 0.7491151 0.5478163 0.2990459
[10,] 0.3968225 0.3375303 0.3869145 0.5127680 0.5549485 0.5743106 0.2106766
[11,] 0.4015415 0.4053922 0.3668543 0.4200852 0.4421937 0.3515584 0.2041663
[12,] 0.4476509 0.3654635 0.2509217 0.4369586 0.5275911 0.2548739 0.1544559
[13,] 0.2818307 0.2963940 0.3526183 0.3356026 0.5462331 0.5252648 0.2996966
           [,8]      [,9]     [,10]     [,11]     [,12]     [,13]
 [1,] 0.3887855 0.4409022 0.3968225 0.4015415 0.4476509 0.2818307
 [2,] 0.4781875 0.3954066 0.3375303 0.4053922 0.3654635 0.2963940
 [3,] 0.4106932 0.4156875 0.3869145 0.3668543 0.2509217 0.3526183
 [4,] 0.4723106 0.5393742 0.5127680 0.4200852 0.4369586 0.3356026
 [5,] 0.6616781 0.7491151 0.5549485 0.4421937 0.5275911 0.5462331
 [6,] 0.5742302 0.5478163 0.5743106 0.3515584 0.2548739 0.5252648
 [7,] 0.3754545 0.2990459 0.2106766 0.2041663 0.1544559 0.2996966
 [8,] 1.0000000 0.5187208 0.3724026 0.3680100 0.2571509 0.4668013
 [9,] 0.5187208 1.0000000 0.5643744 0.5291304 0.4824581 0.4822421
[10,] 0.3724026 0.5643744 1.0000000 0.3994816 0.3431312 0.3959717
[11,] 0.3680100 0.5291304 0.3994816 1.0000000 0.3972164 0.2164611
[12,] 0.2571509 0.4824581 0.3431312 0.3972164 1.0000000 0.1532329
[13,] 0.4668013 0.4822421 0.3959717 0.2164611 0.1532329 1.0000000
