           [,1]       [,2]        [,3]         [,4]        [,5]       [,6]
[1,]  1.0000000  0.3584319  0.22999603 -0.188219666 0.287541741  0.3137367
[2,]  0.3584319  1.0000000  0.19354118 -0.187621582 0.148455270  0.4277266
[3,]  0.2299960  0.1935412  1.00000000 -0.091233381 0.323221490  0.2904706
[4,] -0.1882197 -0.1876216 -0.09123338  1.000000000 0.004334733 -0.2795254
[5,]  0.2875417  0.1484553  0.32322149  0.004334733 1.000000000  0.2682759
[6,]  0.3137367  0.4277266  0.29047064 -0.279525393 0.268275934  1.0000000
[7,]  0.1858593  0.3999531  0.50273692 -0.140384747 0.365842796  0.3462230
           [,7]
[1,]  0.1858593
[2,]  0.3999531
[3,]  0.5027369
[4,] -0.1403847
[5,]  0.3658428
[6,]  0.3462230
[7,]  1.0000000
