             [,1]         [,2]         [,3]         [,4]         [,5]
[1,] 0.000000e+00 1.098284e-30 3.091598e-08 9.763299e-07 5.161100e-11
[2,] 1.098284e-30 0.000000e+00 2.903913e-07 1.911288e-06 4.943623e-13
[3,] 3.091598e-08 2.903913e-07 0.000000e+00 2.094462e-06 2.340696e-07
[4,] 9.763299e-07 1.911288e-06 2.094462e-06 0.000000e+00 4.373613e-10
[5,] 5.161100e-11 4.943623e-13 2.340696e-07 4.373613e-10 0.000000e+00
[6,] 5.834768e-15 5.226145e-14 2.110608e-18 4.405393e-10 4.921048e-06
             [,6]
[1,] 5.834768e-15
[2,] 5.226145e-14
[3,] 2.110608e-18
[4,] 4.405393e-10
[5,] 4.921048e-06
[6,] 0.000000e+00
